2.957,120810
2.958,120773
2.959,120686
2.96,120725
2.961,120729
2.962,120635
2.963,120616
2.964,120614
2.965,120614
2.966,120630
2.967,120609
2.968,120558
2.969,120558
2.97,120473
2.971,120462
2.972,120461
2.973,120529
2.974,120450
2.975,120441
2.976,120378
2.977,120364
2.978,120303
2.979,120310
2.98,120303
2.981,120362
2.982,120342
2.983,120269
2.984,120265
2.985,120248
2.986,120222
2.987,120218
2.988,120191
2.989,120046
2.99,120123
2.991,120176
2.992,120072
2.993,120052
2.994,120041
2.995,120111
2.996,120074
2.997,119934
2.998,119939
2.999,119904
3,119881
